time_e_utc,time_e_utc_str,connectivity,iso,name_1,name_2,lat,lon
1598601600,28-Aug-2020 08:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598605200,28-Aug-2020 09:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598608800,28-Aug-2020 10:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598612400,28-Aug-2020 11:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598616000,28-Aug-2020 12:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598619600,28-Aug-2020 13:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598623200,28-Aug-2020 14:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598626800,28-Aug-2020 15:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598630400,28-Aug-2020 16:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598634000,28-Aug-2020 17:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598637600,28-Aug-2020 18:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598641200,28-Aug-2020 19:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598644800,28-Aug-2020 20:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598648400,28-Aug-2020 21:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598652000,28-Aug-2020 22:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598655600,28-Aug-2020 23:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598659200,29-Aug-2020 00:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598662800,29-Aug-2020 01:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598666400,29-Aug-2020 02:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598670000,29-Aug-2020 03:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598673600,29-Aug-2020 04:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598677200,29-Aug-2020 05:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598680800,29-Aug-2020 06:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598684400,29-Aug-2020 07:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598688000,29-Aug-2020 08:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598691600,29-Aug-2020 09:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598695200,29-Aug-2020 10:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598698800,29-Aug-2020 11:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598702400,29-Aug-2020 12:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598706000,29-Aug-2020 13:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598709600,29-Aug-2020 14:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598713200,29-Aug-2020 15:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598716800,29-Aug-2020 16:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598720400,29-Aug-2020 17:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598724000,29-Aug-2020 18:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598727600,29-Aug-2020 19:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598731200,29-Aug-2020 20:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598734800,29-Aug-2020 21:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598738400,29-Aug-2020 22:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598742000,29-Aug-2020 23:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598745600,30-Aug-2020 00:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598749200,30-Aug-2020 01:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598752800,30-Aug-2020 02:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598756400,30-Aug-2020 03:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598760000,30-Aug-2020 04:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598763600,30-Aug-2020 05:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598767200,30-Aug-2020 06:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598770800,30-Aug-2020 07:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598774400,30-Aug-2020 08:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598778000,30-Aug-2020 09:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598781600,30-Aug-2020 10:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598785200,30-Aug-2020 11:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598788800,30-Aug-2020 12:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598792400,30-Aug-2020 13:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598796000,30-Aug-2020 14:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598799600,30-Aug-2020 15:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598803200,30-Aug-2020 16:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598806800,30-Aug-2020 17:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598810400,30-Aug-2020 18:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598814000,30-Aug-2020 19:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598817600,30-Aug-2020 20:00:00,10,USA,Texas,Wichita,34.122032,-98.654945
1598821200,30-Aug-2020 21:00:00,9,USA,Texas,Wichita,34.122032,-98.654945
1598227200,24-Aug-2020 00:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598230800,24-Aug-2020 01:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598234400,24-Aug-2020 02:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598238000,24-Aug-2020 03:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598241600,24-Aug-2020 04:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598245200,24-Aug-2020 05:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598248800,24-Aug-2020 06:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598252400,24-Aug-2020 07:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598256000,24-Aug-2020 08:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598259600,24-Aug-2020 09:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598263200,24-Aug-2020 10:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598266800,24-Aug-2020 11:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598270400,24-Aug-2020 12:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598274000,24-Aug-2020 13:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598277600,24-Aug-2020 14:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598281200,24-Aug-2020 15:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598284800,24-Aug-2020 16:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598288400,24-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598292000,24-Aug-2020 18:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598295600,24-Aug-2020 19:00:00,6,USA,Texas,Wilbarger,34.307922,-99.21849
1598299200,24-Aug-2020 20:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598302800,24-Aug-2020 21:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598306400,24-Aug-2020 22:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598310000,24-Aug-2020 23:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598313600,25-Aug-2020 00:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598317200,25-Aug-2020 01:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598320800,25-Aug-2020 02:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598324400,25-Aug-2020 03:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598328000,25-Aug-2020 04:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598331600,25-Aug-2020 05:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598335200,25-Aug-2020 06:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598338800,25-Aug-2020 07:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598342400,25-Aug-2020 08:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598346000,25-Aug-2020 09:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598349600,25-Aug-2020 10:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598353200,25-Aug-2020 11:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598356800,25-Aug-2020 12:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598360400,25-Aug-2020 13:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598364000,25-Aug-2020 14:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598367600,25-Aug-2020 15:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598371200,25-Aug-2020 16:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598374800,25-Aug-2020 17:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598378400,25-Aug-2020 18:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598382000,25-Aug-2020 19:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598385600,25-Aug-2020 20:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598389200,25-Aug-2020 21:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598392800,25-Aug-2020 22:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598396400,25-Aug-2020 23:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598400000,26-Aug-2020 00:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598403600,26-Aug-2020 01:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598407200,26-Aug-2020 02:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598410800,26-Aug-2020 03:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598414400,26-Aug-2020 04:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598418000,26-Aug-2020 05:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598421600,26-Aug-2020 06:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598425200,26-Aug-2020 07:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598428800,26-Aug-2020 08:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598432400,26-Aug-2020 09:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598436000,26-Aug-2020 10:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598439600,26-Aug-2020 11:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598443200,26-Aug-2020 12:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598446800,26-Aug-2020 13:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598450400,26-Aug-2020 14:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598454000,26-Aug-2020 15:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598457600,26-Aug-2020 16:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598461200,26-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598464800,26-Aug-2020 18:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598468400,26-Aug-2020 19:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598472000,26-Aug-2020 20:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598475600,26-Aug-2020 21:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598479200,26-Aug-2020 22:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598482800,26-Aug-2020 23:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598486400,27-Aug-2020 00:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598490000,27-Aug-2020 01:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598493600,27-Aug-2020 02:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598497200,27-Aug-2020 03:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598500800,27-Aug-2020 04:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598504400,27-Aug-2020 05:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598508000,27-Aug-2020 06:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598511600,27-Aug-2020 07:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598515200,27-Aug-2020 08:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598518800,27-Aug-2020 09:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598522400,27-Aug-2020 10:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598526000,27-Aug-2020 11:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598529600,27-Aug-2020 12:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598533200,27-Aug-2020 13:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598536800,27-Aug-2020 14:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598540400,27-Aug-2020 15:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598544000,27-Aug-2020 16:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598547600,27-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598551200,27-Aug-2020 18:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598554800,27-Aug-2020 19:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598558400,27-Aug-2020 20:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598562000,27-Aug-2020 21:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598565600,27-Aug-2020 22:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598569200,27-Aug-2020 23:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598572800,28-Aug-2020 00:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598576400,28-Aug-2020 01:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598580000,28-Aug-2020 02:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598583600,28-Aug-2020 03:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598587200,28-Aug-2020 04:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598590800,28-Aug-2020 05:00:00,6,USA,Texas,Wilbarger,34.307922,-99.21849
1598594400,28-Aug-2020 06:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598598000,28-Aug-2020 07:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598601600,28-Aug-2020 08:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598605200,28-Aug-2020 09:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598608800,28-Aug-2020 10:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598612400,28-Aug-2020 11:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598616000,28-Aug-2020 12:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598619600,28-Aug-2020 13:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598623200,28-Aug-2020 14:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598626800,28-Aug-2020 15:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598630400,28-Aug-2020 16:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598634000,28-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598637600,28-Aug-2020 18:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598641200,28-Aug-2020 19:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598644800,28-Aug-2020 20:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598648400,28-Aug-2020 21:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598652000,28-Aug-2020 22:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598655600,28-Aug-2020 23:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598659200,29-Aug-2020 00:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598662800,29-Aug-2020 01:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598666400,29-Aug-2020 02:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598670000,29-Aug-2020 03:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598673600,29-Aug-2020 04:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598677200,29-Aug-2020 05:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598680800,29-Aug-2020 06:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598684400,29-Aug-2020 07:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598688000,29-Aug-2020 08:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598691600,29-Aug-2020 09:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598695200,29-Aug-2020 10:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598698800,29-Aug-2020 11:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598702400,29-Aug-2020 12:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598706000,29-Aug-2020 13:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598709600,29-Aug-2020 14:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598713200,29-Aug-2020 15:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598716800,29-Aug-2020 16:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598720400,29-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598724000,29-Aug-2020 18:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598727600,29-Aug-2020 19:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598731200,29-Aug-2020 20:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598734800,29-Aug-2020 21:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598738400,29-Aug-2020 22:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598742000,29-Aug-2020 23:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598745600,30-Aug-2020 00:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598749200,30-Aug-2020 01:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598752800,30-Aug-2020 02:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598756400,30-Aug-2020 03:00:00,7,USA,Texas,Wilbarger,34.307922,-99.21849
1598760000,30-Aug-2020 04:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598763600,30-Aug-2020 05:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598767200,30-Aug-2020 06:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598770800,30-Aug-2020 07:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598774400,30-Aug-2020 08:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598778000,30-Aug-2020 09:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598781600,30-Aug-2020 10:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598785200,30-Aug-2020 11:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598788800,30-Aug-2020 12:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598792400,30-Aug-2020 13:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598796000,30-Aug-2020 14:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598799600,30-Aug-2020 15:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598803200,30-Aug-2020 16:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598806800,30-Aug-2020 17:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598810400,30-Aug-2020 18:00:00,10,USA,Texas,Wilbarger,34.307922,-99.21849
1598814000,30-Aug-2020 19:00:00,9,USA,Texas,Wilbarger,34.307922,-99.21849
1598817600,30-Aug-2020 20:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598821200,30-Aug-2020 21:00:00,8,USA,Texas,Wilbarger,34.307922,-99.21849
1598227200,24-Aug-2020 00:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598230800,24-Aug-2020 01:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598234400,24-Aug-2020 02:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598238000,24-Aug-2020 03:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598241600,24-Aug-2020 04:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598245200,24-Aug-2020 05:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598248800,24-Aug-2020 06:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598252400,24-Aug-2020 07:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598256000,24-Aug-2020 08:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598259600,24-Aug-2020 09:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598263200,24-Aug-2020 10:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598266800,24-Aug-2020 11:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598270400,24-Aug-2020 12:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598274000,24-Aug-2020 13:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598277600,24-Aug-2020 14:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598281200,24-Aug-2020 15:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598284800,24-Aug-2020 16:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598288400,24-Aug-2020 17:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598292000,24-Aug-2020 18:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598295600,24-Aug-2020 19:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598299200,24-Aug-2020 20:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598302800,24-Aug-2020 21:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598306400,24-Aug-2020 22:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598310000,24-Aug-2020 23:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598313600,25-Aug-2020 00:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598317200,25-Aug-2020 01:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598320800,25-Aug-2020 02:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598324400,25-Aug-2020 03:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598328000,25-Aug-2020 04:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598331600,25-Aug-2020 05:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598335200,25-Aug-2020 06:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598338800,25-Aug-2020 07:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598342400,25-Aug-2020 08:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598346000,25-Aug-2020 09:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598349600,25-Aug-2020 10:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598353200,25-Aug-2020 11:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598356800,25-Aug-2020 12:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598360400,25-Aug-2020 13:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598364000,25-Aug-2020 14:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598367600,25-Aug-2020 15:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598371200,25-Aug-2020 16:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598374800,25-Aug-2020 17:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598378400,25-Aug-2020 18:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598382000,25-Aug-2020 19:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598385600,25-Aug-2020 20:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598389200,25-Aug-2020 21:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598392800,25-Aug-2020 22:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598396400,25-Aug-2020 23:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598400000,26-Aug-2020 00:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598403600,26-Aug-2020 01:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598407200,26-Aug-2020 02:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598410800,26-Aug-2020 03:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598414400,26-Aug-2020 04:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598418000,26-Aug-2020 05:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598421600,26-Aug-2020 06:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598425200,26-Aug-2020 07:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598428800,26-Aug-2020 08:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598432400,26-Aug-2020 09:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598436000,26-Aug-2020 10:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598439600,26-Aug-2020 11:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598443200,26-Aug-2020 12:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598446800,26-Aug-2020 13:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598450400,26-Aug-2020 14:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598454000,26-Aug-2020 15:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598457600,26-Aug-2020 16:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598461200,26-Aug-2020 17:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598464800,26-Aug-2020 18:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598468400,26-Aug-2020 19:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598472000,26-Aug-2020 20:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598475600,26-Aug-2020 21:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598479200,26-Aug-2020 22:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598482800,26-Aug-2020 23:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
1598486400,27-Aug-2020 00:00:00,9,USA,Texas,Williamson,30.518179,-97.71829
1598490000,27-Aug-2020 01:00:00,10,USA,Texas,Williamson,30.518179,-97.71829
